tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0001611	short	Fiestas del Sitio en Bilbao	Fiestas del Sitio en Bilbao	0	1911	\N	\N	Documentary,Short
tt0004929	short	The Avenging Hand	The Avenging Hand	0	1915	\N	19	Horror,Short
tt0002531	short	Song of Death	Der Totentanz	0	1911	\N	34	Drama,Short
tt0001995	short	Adam and Eve	Adam and Eve	0	1912	\N	11	Drama,Short
tt0001492	short	The Backwoodsman's Suspicion	The Backwoodsman's Suspicion	0	1911	\N	\N	Adventure,Short,Western
tt0001211	short	Faust	Faust	0	1910	\N	18	Drama,Short
tt0000480	short	Le coffre enchanté	Le coffre enchanté	0	1904	\N	3	Fantasy,Short
tt0004563	movie	The Scales of Justice	The Scales of Justice	0	1914	\N	\N	Drama
tt0003093	short	Love in an Apartment Hotel	Love in an Apartment Hotel	0	1913	\N	17	Drama,Short
tt0003799	movie	The County Chairman	The County Chairman	0	1914	\N	\N	Comedy,Drama
tt0003268	short	The Perfidy of Mary	The Perfidy of Mary	0	1913	\N	17	Drama,Short
tt0000039	short	Barnet Horse Fair	Barnet Horse Fair	0	1896	\N	\N	Short
tt0002392	short	The Night Before Christmas	The Night Before Christmas	0	1912	\N	\N	Drama,Short
tt0002218	short	The Governor	The Governor	0	1912	\N	\N	Drama,Short
tt0004455	short	Passing of the Beast	Passing of the Beast	0	1914	\N	\N	Drama,Short
tt0002917	movie	Brother Against Brother	Gränsfolken	0	1913	\N	51	Drama
tt0003910	short	The Fable of the Bush League Lover Who Failed to Qualify	The Fable of the Bush League Lover Who Failed to Qualify	0	1914	\N	\N	Comedy,Short
tt0002969	short	His Second Wife	His Second Wife	0	1913	\N	9	Comedy,Drama,Romance
tt0002637	movie	Arizona	Arizona	0	1913	\N	45	Drama,Western
tt0001471	short	En Opfinders Skæbne	En Opfinders Skæbne	0	1912	\N	\N	Drama,Short
tt0003227	movie	The Girl from Abroad; or, The Great Underworld	Den okända	0	1913	\N	54	Drama
tt0000332	short	Retour des champs	Retour des champs	0	1900	\N	2	Documentary,Short
tt0002582	short	The Widow Casey's Return	The Widow Casey's Return	0	1912	\N	\N	Comedy,Short
tt0004188	movie	The Key to Yesterday	The Key to Yesterday	0	1914	\N	\N	Drama
tt0001248	short	His Last Burglary	His Last Burglary	0	1910	\N	17	Drama,Short
tt0000789	short	The Zulu's Heart	The Zulu's Heart	0	1908	\N	13	Action,Short
tt0002643	short	Ashes	Ashes	0	1913	\N	22	Drama,Short
tt0000726	short	Monasterio de Poblet	Monasterio de Poblet	0	1908	\N	10	Documentary,Short
tt0002495	short	The Skinflint	The Skinflint	0	1912	\N	\N	Drama,Short
tt0000926	short	Justicia de Felipe II	Justicia de Felipe II	0	1909	\N	\N	Drama,History,Short
tt0004846	movie	Zudora	Zudora	0	1914	\N	\N	Adventure,Mystery
tt0000078	short	Feira de Gado na Corujeira	Feira de Gado na Corujeira	0	1896	\N	1	Documentary,Short
tt0000841	short	The Day After	The Day After	0	1909	\N	8	Comedy,Short
tt0001923	short	Their First Misunderstanding	Their First Misunderstanding	0	1911	\N	10	Drama,Short
tt0000992	short	De onde Veje	De onde Veje	0	1909	\N	\N	Short
tt0004036	short	A Grateful Outcast	A Grateful Outcast	0	1914	\N	11	Drama,Short
tt0000666	short	Corrida de toros con Antonio Fuentes	Corrida de toros con Antonio Fuentes	0	1908	\N	25	Documentary,Short,Sport
tt0004357	movie	A Mother's Heart	A Mother's Heart	0	1914	\N	48	Drama
tt0004386	short	The Necklace of Rameses	The Necklace of Rameses	0	1914	\N	\N	Drama,Short
tt0004690	short	Thirty Leagues Under the Sea	Thirty Leagues Under the Sea	0	1914	\N	13	Documentary,Short
tt0001196	short	Elverhøj	Elverhøj	0	1910	\N	17	History,Short
tt0002199	movie	From the Manger to the Cross	From the Manger to the Cross	0	1912	\N	71	Biography,Drama
tt0000449	short	Lutteurs américains	Lutteurs américains	0	1903	\N	\N	Short
tt0002010	short	Alkali Ike's Motorcycle	Alkali Ike's Motorcycle	0	1912	\N	\N	Comedy,Short
tt0000005	short	Blacksmith Scene	Blacksmith Scene	0	1893	\N	1	Short
tt0002782	short	Cupid's Lieutenant	Cupid's Lieutenant	0	1913	\N	11	Comedy,Romance,Short
tt0000858	short	The Expiation	The Expiation	0	1909	\N	11	Drama,Short
tt0004300	short	The Man of Destiny	The Man of Destiny	0	1914	\N	\N	Drama,Short
tt0003037	movie	Fantomas: The Man in Black	Fantômas II: Juve contre Fantômas	0	1913	\N	61	Crime,Drama
tt0001480	short	Arizona Bill	Arizona Bill	0	1911	\N	\N	Short,Western
tt0000283	short	Chez le Maréchal-Ferrant	Chez le Maréchal-Ferrant	0	1900	\N	\N	Short
tt0002219	short	The Grandfather	The Grandfather	0	1912	\N	\N	Drama,Short
tt0001591	short	Le dévouement d'un gosse	Le dévouement d'un gosse	0	1911	\N	8	Drama,Short
tt0001733	short	The Lily of the Tenements	The Lily of the Tenements	0	1911	\N	17	Drama,Short
tt0001939	short	The Tribe's Penalty	The Tribe's Penalty	0	1911	\N	\N	Short,Western
tt0001096	short	Within an Ace	Within an Ace	0	1909	\N	\N	Drama,Short,War
tt0004313	movie	The Master Key	The Master Key	0	1914	\N	310	Action,Adventure,Drama
tt0000887	short	Hansel and Gretel	Hansel and Gretel	0	1909	\N	\N	Drama,Short
tt0003896	short	As Expedições Portuguesas a África	As Expedições Portuguesas a África	0	1914	\N	\N	Documentary,Short
tt0003955	movie	Fiestas del Coso Blanco en Tarragona	Fiestas del Coso Blanco en Tarragona	0	1914	\N	\N	Documentary
tt0003960	movie	Loyalty	La fille de Delft	0	1914	\N	68	\N
tt0004943	movie	The Battle and Fall of Przemysl	The Battle and Fall of Przemysl	0	1915	\N	\N	Documentary
tt0000506	short	The Effects of Too Much Scotch	D.T.'s, or the Effect of Drink	0	1905	\N	\N	Drama,Short
tt0000690	short	For a Wife's Honor	For a Wife's Honor	0	1908	\N	8	Drama,Short
tt0000200	short	Gran corrida de toros	Gran corrida de toros	0	1898	\N	\N	Documentary,Short,Sport
tt0004273	short	The Lucky Elopement	The Lucky Elopement	0	1914	\N	\N	Comedy,Crime,Romance
tt0002978	movie	Hoodman Blind	Hoodman Blind	0	1913	\N	50	Drama
tt0000539	short	Bonden i København	Bonden i København	0	1906	\N	\N	Short
tt0002226	short	Happy Scenes from Animal Life	Veselye stsenki iz zhizni zhivotnykh	0	1912	\N	2	Animation,Short
tt0003229	short	An Old Actor	An Old Actor	0	1913	\N	\N	Drama,Short
tt0003094	short	The Love of Penelope	The Love of Penelope	0	1913	\N	\N	Drama,Romance,Short
tt0001882	short	The Silent Tongue	The Silent Tongue	0	1911	\N	\N	Comedy,Short
tt0002638	short	Art and Honor	Art and Honor	0	1913	\N	11	Drama,Short
tt0002899	short	The Girl Reporter	The Girl Reporter	0	1913	\N	\N	Comedy,Short
tt0000707	short	The Ingrate	The Ingrate	0	1908	\N	15	Action,Short
tt0003927	short	A False Beauty	A False Beauty	0	1914	\N	10	Short
tt0003807	movie	El cuervo del campamento	El cuervo del campamento	0	1914	\N	\N	\N
tt0004011	short	A Fair Exchange	Getting Acquainted	0	1914	\N	16	Comedy,Short
